Date,Dhaka AQI,pressure_level,latitude,longitude,co,aermr04,no2,no,go3,pan,c3h8,q,so2,t,r,u,v,pm1_combined,pm2p5_combined,pm10_combined
8/23/2023,73,1000,23.75,90.32,2.32E-07,1.71E-10,1.73E-08,5.23E-10,4.02E-08,1.14E-09,1.88E-09,0.019727062,5.48E-09,301.1372,83.389145,-0.23706996,3.0435266,1.11E-08,1.54E-08,2.21E-08
8/24/2023,107,1000,23.75,90.32,3.41E-07,1.45E-10,2.28E-08,2.65E-10,7.73E-08,2.45E-09,2.81E-09,0.019867118,8.17E-09,301.84595,80.70671,0.64030087,1.8688536,2.22E-08,2.77E-08,3.94E-08
8/25/2023,80,1000,23.75,90.32,3.08E-07,7.38E-11,2.08E-08,1.68E-10,5.75E-08,3.53E-09,2.47E-09,0.020613901,1.27E-08,299.93872,92.16817,0.56422704,2.412342,2.03E-08,2.46E-08,3.47E-08
8/26/2023,102,1000,23.75,90.32,3.76E-07,3.27E-10,3.01E-08,1.26E-10,4.80E-08,2.42E-09,3.79E-09,0.020612221,1.26E-08,300.62573,90.833664,0.21246773,1.6883469,2.87E-08,3.74E-08,5.35E-08
8/27/2023,160,1000,23.75,90.32,3.77E-07,9.89E-10,2.84E-08,2.56E-10,6.89E-08,2.79E-09,3.74E-09,0.021259926,1.36E-08,301.67065,86.95755,-0.6111312,2.41222,3.26E-08,5.22E-08,9.50E-08
8/28/2023,120,1000,23.75,90.32,4.29E-07,1.91E-09,3.25E-08,9.32E-12,7.82E-08,2.81E-09,4.38E-09,0.02136327,1.37E-08,303.85522,78.98811,0.59354925,1.2458248,3.96E-08,7.26E-08,1.70E-07
8/29/2023,178,1000,23.75,90.32,5.94E-07,2.39E-09,5.49E-08,5.35E-10,8.75E-08,4.56E-09,7.68E-09,0.018876407,1.21E-08,304.91846,63.721222,0.35074133,-0.3777972,4.47E-08,8.51E-08,1.93E-07
8/30/2023,187,1000,23.75,90.32,4.89E-07,1.84E-09,4.18E-08,3.41E-10,7.72E-08,3.19E-09,6.00E-09,0.019959807,7.92E-09,305.51538,66.57402,1.3920231,-0.7030421,3.66E-08,6.75E-08,1.26E-07
8/31/2023,188,1000,23.75,90.32,3.63E-07,1.58E-09,2.51E-08,8.30E-11,1.16E-07,4.49E-09,3.54E-09,0.022353142,1.36E-08,302.95947,84.54277,-0.08900589,2.5323925,4.45E-08,7.61E-08,1.32E-07
9/1/2023,173,1000,23.75,90.32,4.15E-07,1.57E-09,2.60E-08,9.46E-11,1.24E-07,5.01E-09,4.07E-09,0.02210547,1.46E-08,303.4829,80.946335,-0.017565105,3.0155973,5.38E-08,8.81E-08,1.48E-07
9/2/2023,164,1000,23.75,90.32,5.43E-07,1.58E-09,4.02E-08,1.85E-10,1.43E-07,5.51E-09,5.73E-09,0.021127105,1.86E-08,305.25903,70.201355,-0.5046678,1.3279562,6.90E-08,1.08E-07,1.82E-07
9/3/2023,122,1000,23.75,90.32,3.83E-07,1.96E-10,2.88E-08,2.74E-10,8.34E-08,3.76E-09,3.85E-09,0.021241229,9.28E-09,301.4629,88.42224,-1.48067,0.44515717,2.52E-08,3.19E-08,4.52E-08
9/4/2023,108,1000,23.75,90.32,5.18E-07,1.31E-10,4.98E-08,4.29E-10,7.38E-08,5.07E-09,6.45E-09,0.020460788,1.34E-08,303.8142,74.75621,-0.12009412,0.67306924,3.53E-08,4.29E-08,6.13E-08
9/5/2023,127,1000,23.75,90.32,4.99E-07,4.37E-11,3.58E-08,2.06E-10,1.38E-07,7.08E-09,5.23E-09,0.022263013,2.00E-08,303.81274,80.8584,-0.90716636,1.2267351,4.27E-08,5.07E-08,7.30E-08
9/6/2023,127,1000,23.75,90.32,3.08E-07,7.10E-11,2.44E-08,3.26E-10,6.27E-08,2.58E-09,3.11E-09,0.021696508,6.66E-09,302.82983,83.0468,-0.5087642,2.0700502,2.54E-08,3.07E-08,4.41E-08
9/7/2023,81,1000,23.75,90.32,2.19E-07,6.74E-11,1.84E-08,2.42E-10,4.34E-08,1.33E-09,2.12E-09,0.019752406,6.08E-09,300.21484,88.38071,-3.1394453,1.8920317,9.87E-09,1.34E-08,1.97E-08
9/8/2023,92,1000,23.75,90.32,2.63E-07,1.30E-10,2.07E-08,2.62E-11,4.94E-08,3.13E-09,2.66E-09,0.020736478,7.41E-09,300.06592,92.81386,-2.2132244,2.3249655,1.56E-08,2.07E-08,3.00E-08
9/9/2023,149,1000,23.75,90.32,4.05E-07,3.59E-10,3.89E-08,4.36E-10,5.71E-08,2.68E-09,4.98E-09,0.01936426,8.44E-09,303.63574,71.38483,0.17990023,1.268095,2.84E-08,3.98E-08,6.18E-08
9/10/2023,148,1000,23.75,90.32,4.13E-07,2.81E-10,3.89E-08,3.57E-10,6.99E-08,2.90E-09,5.06E-09,0.02005246,9.83E-09,304.70996,71.98404,0.48050123,1.2749796,3.16E-08,4.21E-08,6.54E-08
9/11/2023,132,1000,23.75,90.32,3.72E-07,2.54E-10,3.23E-08,1.16E-10,8.17E-08,3.36E-09,4.04E-09,0.021728054,1.07E-08,303.39014,80.66492,-0.22557998,1.8164206,3.28E-08,4.29E-08,6.51E-08
9/12/2023,130,1000,23.75,90.32,3.55E-07,1.05E-10,2.83E-08,1.17E-10,1.24E-07,5.41E-09,3.66E-09,0.020989392,1.43E-08,302.92773,78.43765,-1.1521196,1.1712742,3.09E-08,3.79E-08,5.50E-08
9/13/2023,97,1000,23.75,90.32,2.50E-07,5.18E-11,1.89E-08,2.36E-10,5.99E-08,1.55E-09,2.26E-09,0.019166265,6.16E-09,303.44458,72.86398,-2.2014275,2.105793,1.13E-08,1.54E-08,2.32E-08
9/14/2023,88,1000,23.75,90.32,2.02E-07,1.85E-10,1.43E-08,1.98E-10,5.14E-08,9.79E-10,1.58E-09,0.01949802,4.55E-09,301.39282,81.014175,-2.5590982,3.4078798,1.10E-08,1.72E-08,2.65E-08
9/15/2023,82,1000,23.75,90.32,2.45E-07,8.98E-11,2.12E-08,3.63E-10,4.21E-08,1.29E-09,2.42E-09,0.01979611,5.89E-09,302.2849,78.12662,-0.5439833,2.4957676,1.32E-08,1.79E-08,2.69E-08
9/16/2023,121,1000,23.75,90.32,4.69E-07,1.85E-10,4.49E-08,4.46E-10,5.94E-08,2.74E-09,5.79E-09,0.019789089,8.36E-09,303.97388,70.59178,0.6440645,0.8176041,3.05E-08,3.97E-08,6.03E-08
9/17/2023,131,1000,23.75,90.32,4.37E-07,1.33E-10,3.24E-08,3.63E-12,1.06E-07,4.55E-09,4.65E-09,0.020962998,1.31E-08,303.25464,80.5506,-0.07426751,1.4481592,4.29E-08,5.32E-08,7.95E-08
9/18/2023,129,1000,23.75,90.32,4.05E-07,2.61E-11,3.70E-08,3.54E-10,5.70E-08,4.82E-09,4.85E-09,0.019640032,1.05E-08,301.24634,82.83069,-1.5408707,0.20299166,2.51E-08,2.97E-08,4.24E-08
9/19/2023,79,1000,23.75,90.32,1.91E-07,3.13E-11,1.41E-08,8.41E-11,5.48E-08,1.66E-09,1.45E-09,0.019030109,6.38E-09,301.19824,80.033646,-3.01398,2.6101904,1.26E-08,1.68E-08,2.50E-08
9/20/2023,81,1000,23.75,90.32,2.13E-07,3.25E-11,1.36E-08,3.34E-14,4.98E-08,7.09E-10,1.63E-09,0.019398022,4.83E-09,300.09058,87.13983,-3.3426657,4.1197424,7.82E-09,1.01E-08,1.46E-08
9/21/2023,82,1000,23.75,90.32,2.19E-07,5.22E-11,1.66E-08,3.81E-11,4.00E-08,9.54E-10,1.87E-09,0.01929224,5.64E-09,299.40698,89.62567,-1.62959,4.0763645,1.10E-08,1.58E-08,2.46E-08
9/22/2023,110,1000,23.75,90.32,2.06E-07,6.90E-11,1.71E-08,1.48E-10,3.75E-08,1.62E-09,1.87E-09,0.019695267,6.40E-09,299.44336,91.12373,-1.2261782,3.6183472,1.34E-08,1.78E-08,2.65E-08
9/23/2023,74,1000,23.75,90.32,2.52E-07,9.63E-11,2.29E-08,1.66E-10,3.73E-08,1.85E-09,2.44E-09,0.018937133,9.40E-09,299.41455,88.22397,-2.0435638,2.0716257,1.96E-08,2.68E-08,4.11E-08
9/24/2023,76,1000,23.75,90.32,2.17E-07,9.34E-11,1.81E-08,1.34E-10,3.05E-08,9.33E-10,2.00E-09,0.019278768,5.41E-09,299.38647,90.13449,0.28697407,2.8750916,1.32E-08,1.83E-08,2.76E-08
9/25/2023,97,1000,23.75,90.32,2.34E-07,5.55E-11,1.87E-08,2.05E-12,5.31E-08,1.60E-09,2.25E-09,0.018863302,5.49E-09,299.24487,90.88043,1.8234873,2.54395,1.59E-08,2.05E-08,3.10E-08
9/26/2023,141,1000,23.75,90.32,3.20E-07,3.51E-11,2.88E-08,6.90E-11,1.12E-07,3.98E-09,3.71E-09,0.01857499,1.56E-08,304.70386,62.70218,-0.22101939,0.37179345,3.53E-08,4.22E-08,6.19E-08
9/27/2023,142,1000,23.75,90.32,5.56E-07,4.18E-11,5.04E-08,1.20E-10,8.62E-08,4.87E-09,7.42E-09,0.020215891,1.56E-08,303.59692,74.306305,0.014674634,-0.92660123,4.98E-08,5.92E-08,8.59E-08
9/28/2023,154,1000,23.75,90.32,5.78E-07,3.42E-11,5.10E-08,1.76E-10,5.97E-08,3.33E-09,7.28E-09,0.021337774,7.53E-09,305.45288,72.02203,0.9258936,-1.1864643,3.80E-08,4.50E-08,6.48E-08
9/29/2023,127,1000,23.75,90.32,4.90E-07,2.00E-11,3.65E-08,4.33E-11,5.37E-08,6.55E-09,5.63E-09,0.020972542,1.45E-08,300.5127,91.26083,-0.88103336,1.3814001,3.58E-08,4.21E-08,6.02E-08
9/30/2023,114,1000,23.75,90.32,2.35E-07,1.05E-11,2.00E-08,8.39E-11,4.06E-08,1.90E-09,2.36E-09,0.019576967,7.89E-09,299.72803,90.31015,-2.9009428,2.2099676,1.02E-08,1.25E-08,1.81E-08
10/1/2023,87,1000,23.75,90.32,2.27E-07,1.97E-11,1.86E-08,5.35E-11,4.29E-08,1.58E-09,2.21E-09,0.019834083,6.09E-09,301.11792,84.460815,-1.9763508,2.4898195,9.85E-09,1.29E-08,1.91E-08
10/2/2023,105,1000,23.75,90.32,2.37E-07,1.94E-11,1.74E-08,4.66E-11,5.35E-08,1.18E-09,2.11E-09,0.019742288,5.27E-09,301.58545,81.119,-1.9920692,2.9562454,1.26E-08,1.60E-08,2.37E-08
10/3/2023,88,1000,23.75,90.32,2.16E-07,5.02E-11,1.49E-08,3.23E-11,4.63E-08,1.01E-09,1.66E-09,0.019704156,4.87E-09,299.46973,91.196304,-1.4156494,3.9159946,7.78E-09,1.02E-08,1.46E-08
10/4/2023,84,1000,23.75,90.32,1.97E-07,2.82E-11,1.51E-08,1.11E-11,3.62E-08,8.23E-10,1.74E-09,0.019435767,5.55E-09,299.01147,92.746994,-3.829135,3.5958033,8.12E-09,1.10E-08,1.63E-08
10/5/2023,114,1000,23.75,90.32,2.49E-07,5.19E-11,1.86E-08,1.60E-14,3.49E-08,6.65E-10,2.22E-09,0.0197233,5.27E-09,299.20605,93.56398,-1.6475706,3.6704264,1.11E-08,1.43E-08,2.06E-08
10/6/2023,117,1000,23.75,90.32,3.31E-07,6.87E-11,2.16E-08,6.32E-12,5.58E-08,1.42E-09,2.83E-09,0.019248918,6.84E-09,299.0205,92.066696,0.43108755,2.6791162,2.57E-08,3.11E-08,4.46E-08
10/7/2023,121,1000,23.75,90.32,4.03E-07,2.82E-11,2.74E-08,8.20E-12,8.80E-08,4.00E-09,3.73E-09,0.020211305,1.05E-08,301.78882,82.33229,-0.049134225,1.218771,4.28E-08,5.05E-08,7.26E-08
10/8/2023,115,1000,23.75,90.32,4.02E-07,2.45E-11,2.27E-08,2.65E-12,1.08E-07,4.33E-09,3.50E-09,0.019916903,1.29E-08,302.40088,77.82033,-0.5568448,1.998271,4.62E-08,5.42E-08,7.77E-08
10/9/2023,159,1000,23.75,90.32,3.29E-07,4.49E-11,1.67E-08,6.25E-14,1.04E-07,2.72E-09,2.06E-09,0.01960859,1.29E-08,302.48682,76.730804,-0.51633984,1.2480164,5.82E-08,6.87E-08,9.93E-08
10/10/2023,175,1000,23.75,90.32,4.33E-07,5.31E-10,1.81E-08,8.63E-15,1.71E-07,6.82E-09,3.20E-09,0.019454323,2.28E-08,303.47534,70.09047,-0.49203044,1.151721,8.86E-08,1.15E-07,1.88E-07
10/11/2023,182,1000,23.75,90.32,4.53E-07,8.92E-10,1.87E-08,1.00E-25,1.66E-07,6.87E-09,3.60E-09,0.019418873,2.33E-08,303.31665,70.1169,-0.18995202,1.1854334,8.09E-08,1.13E-07,2.01E-07
10/12/2023,163,1000,23.75,90.32,3.40E-07,9.02E-10,1.51E-08,1.00E-25,1.03E-07,2.66E-09,2.55E-09,0.015907615,1.22E-08,303.97314,56.82469,1.5965242,-0.82483965,5.46E-08,7.77E-08,1.30E-07
10/13/2023,158,1000,23.75,90.32,3.03E-07,5.45E-10,1.27E-08,1.00E-25,1.20E-07,2.68E-09,2.18E-09,0.013759572,1.29E-08,303.5542,50.55658,0.8950603,-2.3189564,5.35E-08,7.23E-08,1.15E-07
10/14/2023,198,1000,23.75,90.32,3.11E-07,5.21E-10,1.38E-08,1.00E-25,1.16E-07,2.71E-09,2.11E-09,0.01363923,1.27E-08,303.04517,51.08197,0.06196877,-0.9965148,6.29E-08,8.45E-08,1.38E-07
10/15/2023,177,1000,23.75,90.32,3.51E-07,4.33E-10,1.33E-08,1.00E-25,1.44E-07,4.05E-09,2.26E-09,0.012679171,1.93E-08,303.3169,47.83467,-0.4728902,-1.1593447,7.16E-08,9.48E-08,1.54E-07
10/16/2023,188,1000,23.75,90.32,3.60E-07,2.83E-10,1.36E-08,1.00E-25,1.86E-07,6.64E-09,2.27E-09,0.015051749,2.67E-08,302.54858,58.608475,-1.0655985,-1.4141979,8.04E-08,1.04E-07,1.67E-07
10/17/2023,181,1000,23.75,90.32,3.27E-07,1.56E-10,1.27E-08,1.00E-25,1.84E-07,5.83E-09,2.15E-09,0.013314907,1.90E-08,303.1328,49.84955,1.4483395,-0.94566166,7.42E-08,9.23E-08,1.43E-07
10/18/2023,165,1000,23.75,90.32,3.28E-07,1.70E-10,1.09E-08,1.00E-25,1.45E-07,3.96E-09,1.75E-09,0.014295623,1.20E-08,301.87744,58.16806,1.4464579,-1.2446499,6.42E-08,7.89E-08,1.19E-07
10/19/2023,153,1000,23.75,90.32,2.91E-07,2.46E-10,1.09E-08,1.00E-25,1.13E-07,2.33E-09,1.71E-09,0.013922665,9.46E-09,301.8806,56.469208,1.4544582,-2.4551067,5.19E-08,6.48E-08,9.66E-08
10/20/2023,142,1000,23.75,90.32,2.91E-07,4.37E-10,1.10E-08,1.00E-25,1.10E-07,2.23E-09,1.75E-09,0.012867052,8.48E-09,302.28442,51.503403,2.062193,-2.728057,4.29E-08,5.62E-08,8.60E-08
10/21/2023,144,1000,23.75,90.32,2.62E-07,3.11E-10,1.08E-08,1.00E-25,1.45E-07,3.76E-09,1.30E-09,0.013262551,1.72E-08,302.83984,51.275894,0.517842,-1.8191757,6.04E-08,7.56E-08,1.13E-07
10/22/2023,152,1000,23.75,90.32,3.03E-07,1.54E-10,1.36E-08,1.00E-25,1.60E-07,5.75E-09,1.87E-09,0.014629424,1.80E-08,302.74707,56.76419,1.8511486,-1.2801962,5.82E-08,7.08E-08,1.04E-07
10/23/2023,158,1000,23.75,90.32,3.32E-07,5.86E-11,1.86E-08,1.00E-25,7.40E-08,5.25E-09,2.69E-09,0.016866323,1.44E-08,297.8689,86.67528,2.406561,0.7592203,3.55E-08,4.25E-08,6.14E-08
10/24/2023,106,1000,23.75,90.32,2.99E-07,1.03E-11,2.15E-08,1.00E-25,6.88E-08,4.65E-09,2.35E-09,0.015847739,1.53E-08,300.37402,70.01248,-3.086341,-1.8552742,2.39E-08,2.81E-08,4.01E-08
10/25/2023,109,1000,23.75,90.32,2.86E-07,1.52E-11,1.49E-08,1.00E-25,1.18E-07,6.02E-09,1.86E-09,0.015645757,1.37E-08,301.25098,66.04196,0.9126048,-0.17764515,4.28E-08,5.05E-08,7.28E-08
10/26/2023,142,1000,23.75,90.32,3.01E-07,4.12E-11,1.31E-08,1.00E-25,1.04E-07,3.31E-09,1.99E-09,0.015177116,9.36E-09,301.3423,63.97119,1.2788382,-1.6751204,3.95E-08,4.67E-08,6.70E-08
10/27/2023,159,1000,23.75,90.32,3.12E-07,6.50E-11,1.25E-08,1.00E-25,9.93E-08,2.43E-09,2.09E-09,0.012735408,9.26E-09,301.2627,53.558716,1.4534636,-3.1101131,4.26E-08,5.11E-08,7.46E-08
10/28/2023,164,1000,23.75,90.32,2.77E-07,1.28E-10,1.12E-08,1.00E-25,1.00E-07,1.72E-09,1.87E-09,0.010844663,9.53E-09,301.4319,45.32367,2.314396,-3.2045355,4.84E-08,6.02E-08,9.12E-08
10/29/2023,161,1000,23.75,90.32,2.58E-07,9.15E-11,1.13E-08,1.00E-25,1.25E-07,3.27E-09,1.49E-09,0.011159267,1.40E-08,301.8169,45.78929,0.3376826,-2.3052282,6.19E-08,7.43E-08,1.09E-07
10/30/2023,173,1000,23.75,90.32,2.69E-07,6.25E-11,1.08E-08,1.00E-25,1.64E-07,5.08E-09,1.57E-09,0.011400651,2.14E-08,301.89087,46.91751,0.34595615,-0.30565858,8.04E-08,9.57E-08,1.40E-07
10/31/2023,173,1000,23.75,90.32,2.65E-07,3.61E-11,1.29E-08,1.00E-25,1.54E-07,4.29E-09,1.52E-09,0.013282783,2.17E-08,302.9873,50.63054,0.8226191,-1.038352,6.66E-08,7.85E-08,1.13E-07
11/1/2023,159,1000,23.75,90.32,2.34E-07,1.20E-11,1.01E-08,1.00E-25,1.17E-07,1.89E-09,1.16E-09,0.013649654,1.14E-08,303.49048,49.66359,2.500701,-1.8046026,4.47E-08,5.24E-08,7.52E-08
11/2/2023,157,1000,23.75,90.32,3.00E-07,9.82E-12,1.13E-08,1.00E-25,1.04E-07,1.50E-09,1.73E-09,0.013500936,1.64E-08,302.61743,51.69937,2.2254982,-1.0888672,5.00E-08,5.87E-08,8.42E-08
11/3/2023,162,1000,23.75,90.32,2.69E-07,4.45E-11,1.27E-08,1.00E-25,9.65E-08,1.81E-09,1.78E-09,0.01243281,1.04E-08,301.82617,50.098785,1.4343014,-1.2750635,6.84E-08,8.10E-08,1.17E-07
11/4/2023,169,1000,23.75,90.32,3.22E-07,2.62E-11,1.34E-08,1.00E-25,1.32E-07,3.78E-09,2.24E-09,0.013095018,2.21E-08,301.79565,53.13121,0.88723683,0.55557966,8.45E-08,9.98E-08,1.45E-07
11/5/2023,170,1000,23.75,90.32,3.09E-07,8.35E-11,1.06E-08,1.00E-25,1.13E-07,2.16E-09,1.66E-09,0.01166486,1.34E-08,301.458,48.600586,0.39538002,-3.6370182,7.65E-08,9.15E-08,1.34E-07
11/6/2023,164,1000,23.75,90.32,2.77E-07,3.24E-10,9.36E-09,1.00E-25,1.01E-07,1.24E-09,1.33E-09,0.009584922,7.82E-09,301.38354,39.879654,2.88344,-3.0953321,4.78E-08,6.09E-08,9.30E-08
11/7/2023,173,1000,23.75,90.32,2.43E-07,1.05E-10,1.05E-08,1.00E-25,9.87E-08,1.84E-09,1.38E-09,0.011352375,7.32E-09,300.5227,49.55748,1.860733,-1.267767,4.59E-08,5.50E-08,8.00E-08
11/8/2023,173,1000,23.75,90.32,2.86E-07,1.46E-10,1.07E-08,1.00E-25,9.75E-08,1.88E-09,1.52E-09,0.011366207,7.81E-09,300.14355,50.93161,1.478631,-1.9939547,4.92E-08,6.00E-08,8.85E-08
11/9/2023,188,1000,23.75,90.32,3.03E-07,2.14E-10,9.66E-09,1.00E-25,1.17E-07,2.23E-09,1.33E-09,0.010897614,1.04E-08,300.83716,47.056076,0.5884099,-2.449668,6.14E-08,7.52E-08,1.12E-07
11/10/2023,173,1000,23.75,90.32,2.98E-07,2.14E-10,9.30E-09,1.00E-25,1.19E-07,2.06E-09,1.19E-09,0.00962799,1.05E-08,301.03223,40.87224,1.2926788,-2.6290245,5.58E-08,6.85E-08,1.01E-07
11/11/2023,173,1000,23.75,90.32,2.15E-07,4.37E-11,9.49E-09,1.00E-25,1.16E-07,2.56E-09,1.07E-09,0.011111889,1.01E-08,301.07593,47.39409,1.1230745,-2.3304262,4.69E-08,5.51E-08,7.90E-08
11/12/2023,168,1000,23.75,90.32,2.30E-07,4.10E-11,1.06E-08,1.00E-25,1.21E-07,3.13E-09,1.27E-09,0.011437874,1.31E-08,301.04248,49.16182,0.5066015,-3.000083,4.94E-08,5.82E-08,8.38E-08
11/13/2023,161,1000,23.75,90.32,2.07E-07,1.52E-11,1.13E-08,1.00E-25,1.39E-07,3.88E-09,1.13E-09,0.010623794,1.93E-08,301.44556,44.79065,-0.7612674,-1.7479658,5.71E-08,6.70E-08,9.62E-08
11/14/2023,172,1000,23.75,90.32,2.31E-07,8.44E-13,1.32E-08,1.00E-25,1.52E-07,5.42E-09,1.67E-09,0.010514431,2.22E-08,301.38867,43.89334,0.52547014,-0.5852397,6.39E-08,7.46E-08,1.07E-07
11/15/2023,161,1000,23.75,90.32,2.56E-07,1.23E-11,1.37E-08,1.00E-25,1.47E-07,4.54E-09,1.70E-09,0.011633191,2.29E-08,301.17896,49.492905,0.4946879,-1.7049961,6.78E-08,7.96E-08,1.14E-07
11/16/2023,180,1000,23.75,90.32,2.59E-07,2.33E-11,2.65E-08,1.00E-25,3.60E-08,4.15E-09,2.59E-09,0.016455505,2.46E-08,297.46997,86.69206,-3.624113,0.3508957,3.67E-08,4.32E-08,6.20E-08
11/17/2023,83,1000,23.75,90.32,1.92E-07,3.06E-11,1.32E-08,1.00E-25,3.65E-08,1.67E-09,1.33E-09,0.014082287,7.51E-09,294.7981,87.28427,-6.8788023,-5.8699427,1.06E-08,1.27E-08,1.82E-08
11/18/2023,86,1000,23.75,90.32,2.21E-07,2.90E-12,1.37E-08,1.00E-25,7.42E-08,3.74E-09,1.41E-09,0.013160892,1.53E-08,298.11694,66.84898,-1.1423473,-2.5736475,3.30E-08,3.86E-08,5.51E-08
11/19/2023,125,1000,23.75,90.32,1.77E-07,9.66E-12,1.44E-08,1.00E-25,9.41E-08,3.18E-09,1.34E-09,0.013401646,1.75E-08,300.05835,61.30809,0.17300928,-2.0496254,5.05E-08,5.93E-08,8.52E-08
11/20/2023,151,1000,23.75,90.32,2.00E-07,4.05E-11,1.40E-08,1.00E-25,9.56E-08,2.51E-09,1.46E-09,0.012336701,1.62E-08,299.95264,56.317413,1.283144,-1.2496042,6.02E-08,7.08E-08,1.02E-07
11/21/2023,187,1000,23.75,90.32,2.19E-07,2.99E-11,1.27E-08,1.00E-25,8.85E-08,1.90E-09,1.53E-09,0.011641372,9.52E-09,299.72046,53.63376,1.2872572,-0.49461514,5.05E-08,5.91E-08,8.47E-08
11/22/2023,211,1000,23.75,90.32,3.86E-07,5.39E-10,9.58E-09,1.00E-25,1.13E-07,2.16E-09,1.83E-09,0.010399949,1.44E-08,298.21313,52.06308,1.9467592,-2.4273138,8.67E-08,1.07E-07,1.61E-07
11/23/2023,211,1000,23.75,90.32,3.55E-07,3.56E-10,1.06E-08,1.00E-25,1.30E-07,4.01E-09,1.74E-09,0.011141442,1.51E-08,298.93384,53.9709,1.3876953,-1.4123869,8.43E-08,1.01E-07,1.48E-07
11/24/2023,200,1000,23.75,90.32,2.52E-07,1.06E-10,1.39E-08,1.00E-25,1.26E-07,4.79E-09,1.78E-09,0.010236532,2.39E-08,298.71997,50.39276,-0.8481884,-0.7341166,7.51E-08,8.83E-08,1.27E-07
11/25/2023,178,1000,23.75,90.32,2.12E-07,1.35E-11,1.06E-08,1.00E-25,1.17E-07,4.01E-09,1.32E-09,0.010242377,1.94E-08,298.7119,50.529434,-1.8229189,-2.622963,4.66E-08,5.44E-08,7.78E-08
11/26/2023,153,1000,23.75,90.32,2.22E-07,4.20E-12,1.38E-08,1.00E-25,1.14E-07,3.77E-09,1.26E-09,0.010862686,2.06E-08,299.9944,49.705353,-2.0718546,-1.0859432,4.88E-08,5.70E-08,8.15E-08
11/27/2023,143,1000,23.75,90.32,2.37E-07,3.62E-12,1.91E-08,1.00E-25,1.03E-07,3.96E-09,1.84E-09,0.011342432,2.42E-08,300.73047,49.415787,-0.4991927,-0.82909197,5.81E-08,6.78E-08,9.71E-08
11/28/2023,177,1000,23.75,90.32,2.36E-07,2.34E-12,1.77E-08,1.00E-25,1.11E-07,2.77E-09,1.49E-09,0.011388943,3.30E-08,300.4734,49.614334,-1.0330019,-0.19095385,6.63E-08,7.73E-08,1.11E-07
11/29/2023,170,1000,23.75,90.32,2.88E-07,3.80E-12,2.31E-08,1.00E-25,1.03E-07,3.48E-09,2.26E-09,0.012779884,3.39E-08,299.16235,61.14659,-0.5452099,-0.7895293,6.86E-08,8.01E-08,1.15E-07
11/30/2023,125,1000,23.75,90.32,2.33E-07,6.36E-12,1.30E-08,1.00E-25,1.12E-07,3.06E-09,1.43E-09,0.011617698,1.78E-08,299.70972,52.97731,0.45336246,-2.24687,5.15E-08,6.02E-08,8.61E-08
12/1/2023,163,1000,23.75,90.32,2.35E-07,2.03E-13,1.23E-08,1.00E-25,9.45E-08,2.08E-09,1.37E-09,0.010931071,1.28E-08,300.2046,48.25917,1.6085997,-2.269454,3.98E-08,4.64E-08,6.63E-08
12/2/2023,146,1000,23.75,90.32,2.67E-07,1.55E-12,1.45E-08,1.00E-25,1.08E-07,2.66E-09,1.61E-09,0.010190353,1.60E-08,300.01465,45.906845,1.2178106,-2.4650726,4.85E-08,5.66E-08,8.09E-08
12/3/2023,162,1000,23.75,90.32,2.85E-07,1.59E-11,1.30E-08,1.00E-25,1.11E-07,2.94E-09,1.62E-09,0.012346197,1.56E-08,299.8225,55.94925,1.7579155,-2.3768063,5.20E-08,6.09E-08,8.72E-08
12/4/2023,174,1000,23.75,90.32,3.20E-07,5.89E-11,1.90E-08,1.00E-25,8.28E-08,3.16E-09,2.48E-09,0.011498597,1.90E-08,299.46973,53.468704,1.9559097,-1.2509127,5.95E-08,6.99E-08,1.01E-07
12/5/2023,172,1000,23.75,90.32,3.46E-07,4.14E-11,3.10E-08,1.00E-25,4.43E-08,1.38E-09,3.47E-09,0.012905143,2.10E-08,294.38794,82.60031,1.4076548,-0.16394955,4.07E-08,4.79E-08,6.89E-08
12/6/2023,159,1000,23.75,90.32,5.32E-07,3.47E-11,1.35E-08,1.00E-25,5.64E-08,3.64E-09,3.43E-09,0.014207553,1.05E-08,295.042,86.573654,2.138173,-5.0182104,3.82E-08,4.48E-08,6.42E-08
12/7/2023,129,1000,23.75,90.32,3.70E-07,2.31E-11,2.69E-08,1.00E-25,2.64E-08,1.68E-09,3.39E-09,0.01377023,1.46E-08,293.20947,94.35478,-0.89816666,-4.065609,2.93E-08,3.43E-08,4.90E-08
12/8/2023,66,1000,23.75,90.32,2.86E-07,2.74E-11,1.40E-08,1.00E-25,4.50E-08,1.65E-09,1.94E-09,0.013264455,5.48E-09,295.29443,79.23973,3.1450243,-2.453477,2.21E-08,2.60E-08,3.71E-08
12/9/2023,200,1000,23.75,90.32,3.11E-07,8.27E-11,1.12E-08,1.00E-25,7.01E-08,1.49E-09,2.02E-09,0.01135461,7.64E-09,295.9397,65.73724,3.8505,-2.5199757,3.99E-08,4.71E-08,6.78E-08
12/10/2023,205,1000,23.75,90.32,3.29E-07,2.18E-10,9.66E-09,1.00E-25,9.30E-08,1.93E-09,2.01E-09,0.008683197,1.51E-08,295.74585,51.233734,2.646905,-2.4550476,6.73E-08,8.06E-08,1.18E-07
