Date,Dhaka AQI,pressure_level,latitude,longitude,co,aermr04,no2,no,go3,pan,c3h8,q,so2,t,r,u,v,pm1_combined,pm2p5_combined,pm10_combined
9/14/2022,93,1000,23.75,90.32,2.32E-07,1.35E-11,3.64E-08,7.17E-09,1.07E-08,3.95E-10,1.86E-09,0.018294256,3.44E-09,298.7146,89.34505,0.4309907,4.6997156,1.03E-08,1.28E-08,1.86E-08
9/15/2022,98,1000,23.75,90.32,3.77E-07,1.58E-11,5.66E-08,2.35E-08,1.06E-08,6.16E-10,3.64E-09,0.01985811,4.67E-09,299.7561,90.31325,0.12150383,2.118143,2.05E-08,2.49E-08,3.72E-08
9/16/2022,130,1000,23.75,90.32,5.35E-07,1.91E-11,7.23E-08,2.74E-08,1.27E-08,1.27E-09,5.24E-09,0.020380206,1.04E-08,301.29297,85.608185,0.22016352,2.2311468,3.89E-08,4.64E-08,6.81E-08
9/17/2022,154,1000,23.75,90.32,6.20E-07,2.75E-11,1.01E-07,3.24E-08,1.39E-08,1.34E-09,6.09E-09,0.020473946,1.35E-08,303.78882,77.1264,-1.4917583,0.504075,4.11E-08,4.92E-08,7.24E-08
9/18/2022,187,1000,23.75,90.32,5.50E-07,1.43E-11,9.46E-08,1.97E-08,1.71E-08,1.92E-09,5.33E-09,0.021598004,1.03E-08,302.636,84.57597,-1.3308029,0.95644784,3.55E-08,4.19E-08,6.07E-08
9/19/2022,169,1000,23.75,90.32,3.20E-07,1.01E-12,4.72E-08,9.35E-09,1.37E-08,5.78E-10,2.64E-09,0.019659806,4.42E-09,301.70825,80.81648,-2.5572605,2.0480633,1.11E-08,1.33E-08,1.92E-08
9/20/2022,100,1000,23.75,90.32,2.81E-07,9.40E-12,4.20E-08,6.01E-09,1.67E-08,4.43E-10,2.13E-09,0.019135699,3.17E-09,300.6914,83.24837,-2.0301027,3.1670513,9.13E-09,1.17E-08,1.74E-08
9/21/2022,114,1000,23.75,90.32,3.17E-07,1.43E-11,4.36E-08,1.42E-08,1.11E-08,3.20E-10,2.62E-09,0.019722372,4.31E-09,301.3894,82.47649,-1.1061049,2.8663483,1.27E-08,1.62E-08,2.45E-08
9/22/2022,99,1000,23.75,90.32,3.81E-07,3.14E-11,5.44E-08,2.07E-08,1.16E-08,4.30E-10,3.45E-09,0.019863106,6.60E-09,301.3672,82.545395,-0.007261086,1.9275017,1.93E-08,2.44E-08,3.68E-08
9/23/2022,142,1000,23.75,90.32,6.42E-07,5.28E-11,6.25E-08,7.43E-08,8.72E-09,2.12E-10,6.69E-09,0.018811055,7.81E-09,303.42065,70.92508,-0.103873014,1.7063341,2.67E-08,3.32E-08,4.99E-08
9/24/2022,156,1000,23.75,90.32,7.72E-07,5.28E-11,7.41E-08,9.10E-08,1.31E-08,4.24E-10,8.11E-09,0.018300872,1.16E-08,303.4856,66.1344,-0.78262377,1.2914438,3.75E-08,4.55E-08,6.70E-08
9/25/2022,167,1000,23.75,90.32,5.58E-07,3.59E-11,8.65E-08,1.99E-08,1.66E-08,1.60E-09,5.29E-09,0.019475278,1.16E-08,302.23877,77.545074,-0.4118685,-1.0294218,3.87E-08,4.64E-08,6.81E-08
9/26/2022,208,1000,23.75,90.32,6.52E-07,1.55E-11,7.23E-08,5.86E-08,2.55E-08,8.63E-10,6.44E-09,0.018723067,8.89E-09,302.90234,71.350464,0.4842139,0.24129844,3.71E-08,4.39E-08,6.36E-08
9/27/2022,185,1000,23.75,90.32,7.70E-07,1.28E-11,8.79E-08,6.43E-08,1.43E-08,7.33E-10,7.71E-09,0.019056361,9.36E-09,302.98853,71.84181,0.5900569,-0.413494,3.69E-08,4.34E-08,6.26E-08
9/28/2022,291,1000,23.75,90.32,7.15E-07,8.33E-12,1.08E-07,1.96E-08,1.44E-08,2.42E-09,6.52E-09,0.021151386,8.07E-09,302.12622,85.169876,0.5186813,-0.4448523,4.37E-08,5.13E-08,7.36E-08
9/29/2022,249,1000,23.75,90.32,8.73E-07,5.72E-12,1.19E-07,4.88E-08,1.30E-08,1.46E-09,8.35E-09,0.01977425,1.33E-08,303.739,75.16008,0.23220646,-0.9607721,4.58E-08,5.36E-08,7.66E-08
9/30/2022,169,1000,23.75,90.32,6.87E-07,6.29E-12,7.76E-08,4.39E-08,1.23E-08,4.48E-10,6.18E-09,0.020397723,5.35E-09,304.34448,74.593414,1.1325855,-1.1547146,3.48E-08,4.07E-08,5.82E-08
1/10/2022,203,1000,23.75,90.32,3.75E-07,4.24E-11,9.68E-09,2.50E-12,1.02E-07,2.08E-09,2.05E-09,0.010047335,1.65E-08,296.84253,55.24193,2.4842453,-2.1251688,6.68E-08,7.85E-08,1.13E-07
2/10/2022,146,1000,23.75,90.32,6.62E-07,2.48E-10,7.61E-08,2.62E-09,2.26E-08,3.69E-09,6.52E-09,0.009350367,3.06E-08,291.4795,71.98453,-2.393712,-1.3755875,9.77E-08,1.17E-07,1.70E-07
3/10/2022,101,1000,23.75,90.32,3.54E-07,9.73E-11,4.29E-08,6.97E-10,8.24E-08,1.11E-09,2.65E-09,0.008175403,6.91E-09,302.54028,31.762299,4.230317,-1.6856756,4.10E-08,4.89E-08,7.02E-08
4/10/2022,116,1000,23.75,90.32,2.61E-07,2.19E-11,2.91E-08,1.86E-09,3.76E-08,3.44E-10,1.33E-09,0.016006023,3.36E-09,305.46436,52.730164,0.5394611,5.2199354,1.39E-08,1.79E-08,2.79E-08
5/10/2022,321,1000,23.75,90.32,3.99E-07,6.94E-12,4.80E-08,1.17E-08,1.56E-08,1.85E-09,3.53E-09,0.018257856,6.55E-09,297.9475,92.67053,-3.2251005,0.646078,1.67E-08,1.99E-08,2.86E-08
6/10/2022,121,1000,23.75,90.32,4.06E-07,2.44E-10,6.35E-08,1.62E-08,2.02E-08,5.90E-10,3.75E-09,0.020386413,6.17E-09,303.09033,79.42517,-0.96405554,2.0490522,3.33E-08,4.32E-08,6.50E-08
7/10/2022,136,1000,23.75,90.32,2.09E-07,8.43E-12,3.11E-08,7.47E-09,2.04E-08,3.36E-10,1.72E-09,0.019933235,3.28E-09,302.79272,76.79576,-1.5808115,3.4569378,6.25E-09,8.15E-09,1.21E-08
8/10/2022,159,1000,23.75,90.32,1.95E-07,5.43E-12,2.94E-08,3.62E-09,2.66E-08,6.81E-10,1.47E-09,0.01921659,3.07E-09,300.61108,83.41919,-4.6301365,3.6352024,6.07E-09,7.59E-09,1.11E-08
9/10/2022,139,1000,23.75,90.32,3.32E-07,1.08E-12,4.71E-08,3.72E-09,2.44E-08,1.51E-09,2.53E-09,0.01944774,3.83E-09,299.49927,89.55786,-0.5922299,2.9913368,1.66E-08,1.95E-08,2.79E-08
10/10/2022,89,1000,23.75,90.32,3.63E-07,4.47E-13,6.47E-08,3.90E-09,1.80E-08,1.13E-09,3.34E-09,0.019236892,1.02E-08,301.31958,80.17984,-2.0341768,2.6338444,2.94E-08,3.45E-08,4.99E-08
11/10/2022,96,1000,23.75,90.32,2.96E-07,1.48E-11,2.16E-08,6.50E-12,1.12E-07,3.02E-09,1.96E-09,0.010276873,1.66E-08,299.81372,46.905518,-0.50603616,-0.8282036,6.29E-08,7.36E-08,1.05E-07
12/10/2022,75,1000,23.75,90.32,2.71E-07,1.39E-11,1.15E-08,1.55E-13,1.18E-07,4.94E-09,1.93E-09,0.00998506,7.39E-09,297.22852,53.249313,1.4229898,-0.3873012,6.44E-08,7.53E-08,1.08E-07
10/13/2022,93,1000,23.75,90.32,3.20E-07,3.69E-12,5.54E-08,5.85E-09,1.34E-08,7.51E-10,3.04E-09,0.017875884,5.99E-09,299.8191,81.49643,0.50672835,-2.0739326,2.50E-08,2.95E-08,4.28E-08
10/14/2022,153,1000,23.75,90.32,3.93E-07,1.40E-12,6.43E-08,4.12E-09,2.89E-08,1.26E-09,3.65E-09,0.018040959,4.83E-09,301.19507,76.40979,0.50026655,-1.339304,3.47E-08,4.05E-08,5.81E-08
10/15/2022,144,1000,23.75,90.32,4.29E-07,3.24E-12,6.30E-08,1.68E-09,3.93E-08,1.25E-09,3.37E-09,0.015933722,4.50E-09,301.7224,65.908966,0.8102879,-3.3813343,2.99E-08,3.49E-08,4.99E-08
10/16/2022,75,1000,23.75,90.32,3.82E-07,6.78E-12,5.15E-08,3.01E-10,4.97E-08,1.31E-09,2.94E-09,0.015323166,3.57E-09,301.85474,62.690445,2.4876204,-2.5939903,3.42E-08,4.00E-08,5.73E-08
10/17/2022,190,1000,23.75,90.32,4.24E-07,3.07E-12,5.82E-08,9.01E-10,5.06E-08,1.79E-09,3.24E-09,0.01775125,4.03E-09,302.03247,71.286514,2.0020847,-1.3144732,3.55E-08,4.15E-08,5.93E-08
10/18/2022,183,1000,23.75,90.32,4.42E-07,3.10E-12,5.15E-08,1.95E-10,8.29E-08,3.46E-09,3.43E-09,0.016481929,7.57E-09,302.42432,64.856476,1.0817089,-0.8685319,5.29E-08,6.17E-08,8.82E-08
10/19/2022,170,1000,23.75,90.32,3.03E-07,2.36E-11,4.97E-08,2.89E-10,4.16E-08,9.29E-10,2.72E-09,0.01373639,3.58E-09,301.8186,55.822037,1.6932898,-1.9206877,4.35E-08,5.10E-08,7.31E-08
10/20/2022,154,1000,23.75,90.32,3.51E-07,2.10E-11,4.90E-08,2.66E-10,5.79E-08,1.54E-09,2.72E-09,0.015604571,3.65E-09,301.49023,64.23352,2.3681202,-3.3122396,3.64E-08,4.27E-08,6.12E-08
10/21/2022,142,1000,23.75,90.32,3.09E-07,1.06E-11,3.98E-08,8.56E-11,6.66E-08,1.38E-09,2.39E-09,0.015794966,4.41E-09,302.67407,61.299927,1.5844154,-3.363224,3.42E-08,4.01E-08,5.74E-08
10/22/2022,137,1000,23.75,90.32,3.24E-07,1.31E-12,5.53E-08,2.91E-10,5.23E-08,1.22E-09,2.93E-09,0.014557019,6.20E-09,303.27002,54.371017,0.31374383,-3.979416,3.09E-08,3.61E-08,5.17E-08
10/23/2022,197,1000,23.75,90.32,4.82E-07,1.27E-12,6.69E-08,7.14E-10,2.09E-08,3.07E-09,5.43E-09,0.017692558,1.22E-08,298.83813,86.52292,-1.9181223,1.3586979,5.02E-08,5.87E-08,8.39E-08
10/24/2022,53,1000,23.75,90.32,2.48E-07,7.41E-13,2.78E-08,1.54E-09,2.22E-08,2.10E-09,1.58E-09,0.014729228,3.36E-09,295.8816,87.18112,-0.8251275,-5.7464943,1.09E-08,1.27E-08,1.82E-08
10/25/2022,75,1000,23.75,90.32,2.66E-07,3.44E-12,3.93E-08,7.49E-11,4.43E-08,1.39E-09,2.20E-09,0.013601862,4.44E-09,299.54248,63.380417,1.2941647,1.2416897,3.56E-08,4.16E-08,5.94E-08
10/26/2022,161,1000,23.75,90.32,3.27E-07,3.21E-11,1.30E-08,2.51E-13,1.17E-07,3.11E-09,2.06E-09,0.013311587,2.54E-08,300.10962,60.573914,-1.315383,0.08408862,7.47E-08,8.76E-08,1.25E-07
10/27/2022,217,1000,23.75,90.32,3.81E-07,7.13E-11,2.42E-08,1.85E-12,1.03E-07,2.62E-09,2.45E-09,0.012756284,1.23E-08,300.21753,57.032776,-0.029925954,-2.432701,7.00E-08,8.25E-08,1.18E-07
10/28/2022,179,1000,23.75,90.32,3.63E-07,4.26E-11,3.55E-08,1.97E-11,7.40E-08,1.52E-09,2.62E-09,0.011771131,4.99E-09,300.33252,52.365234,1.2437344,-2.4548311,5.07E-08,5.97E-08,8.56E-08
10/29/2022,230,1000,23.75,90.32,3.04E-07,1.97E-11,1.37E-08,5.82E-13,1.32E-07,4.34E-09,1.82E-09,0.013205815,1.03E-08,301.0515,55.88376,0.65002316,-0.9162442,6.55E-08,7.67E-08,1.10E-07
10/30/2022,262,1000,23.75,90.32,3.40E-07,1.32E-11,2.39E-08,1.13E-12,1.32E-07,4.62E-09,2.50E-09,0.014467962,1.05E-08,301.74487,58.737457,1.0567074,-1.5068016,6.78E-08,7.93E-08,1.14E-07
10/31/2022,198,1000,23.75,90.32,3.54E-07,1.25E-11,3.54E-08,8.69E-12,1.01E-07,3.03E-09,2.79E-09,0.015481044,5.34E-09,301.70117,63.068222,0.96182007,-2.5517416,5.89E-08,6.90E-08,9.88E-08
1/11/2022,191,1000,23.75,90.32,3.75E-07,3.92E-11,1.39E-08,1.72E-12,1.02E-07,2.89E-09,2.46E-09,0.00989065,1.78E-08,297.15112,52.23732,1.3277082,-2.4570732,7.66E-08,9.00E-08,1.29E-07
2/11/2022,175,1000,23.75,90.32,4.23E-07,2.34E-10,1.53E-08,6.74E-11,1.02E-07,3.54E-09,2.56E-09,0.009011563,1.01E-08,294.8694,55.85045,2.1700764,-1.1945677,8.23E-08,9.86E-08,1.42E-07
3/11/2022,181,1000,23.75,90.32,4.15E-07,7.97E-11,4.59E-08,7.85E-10,9.07E-08,1.57E-09,3.17E-09,0.008831475,9.79E-09,302.13892,35.3627,2.8267708,-1.5260286,5.23E-08,6.19E-08,8.85E-08
4/11/2022,241,1000,23.75,90.32,3.69E-07,4.19E-11,5.41E-08,4.13E-09,3.06E-08,6.57E-10,2.47E-09,0.017256007,5.26E-09,301.48706,74.382324,-2.2998495,0.8051067,2.17E-08,2.68E-08,4.10E-08
5/11/2022,321,1000,23.75,90.32,3.24E-07,2.54E-11,4.88E-08,8.89E-09,1.45E-08,5.68E-10,2.48E-09,0.018780194,3.13E-09,298.76392,91.16902,0.6616266,2.7077866,1.05E-08,1.33E-08,1.97E-08
6/11/2022,341,1000,23.75,90.32,2.86E-07,9.09E-11,4.07E-08,4.39E-09,3.65E-08,8.22E-10,2.16E-09,0.020709448,4.38E-09,302.615,80.46089,-0.874053,3.9619465,1.81E-08,2.30E-08,3.41E-08
7/11/2022,209,1000,23.75,90.32,1.99E-07,5.48E-11,2.91E-08,7.30E-09,2.10E-08,2.88E-10,1.63E-09,0.019971792,3.06E-09,303.05908,75.412094,-2.2416325,3.419157,6.29E-09,9.37E-09,1.42E-08
8/11/2022,209,1000,23.75,90.32,1.87E-07,1.03E-11,2.57E-08,3.58E-09,3.01E-08,4.61E-10,1.37E-09,0.019288156,3.51E-09,302.07153,76.27045,-2.1836462,3.449747,6.25E-09,8.42E-09,1.26E-08
9/11/2022,184,1000,23.75,90.32,2.30E-07,4.76E-12,3.18E-08,1.16E-08,8.28E-09,4.00E-10,2.00E-09,0.01891213,3.37E-09,299.60864,87.76306,-1.866415,3.745307,9.01E-09,1.12E-08,1.63E-08
10/11/2022,154,1000,23.75,90.32,2.93E-07,1.34E-12,5.10E-08,7.84E-09,1.24E-08,6.14E-10,2.82E-09,0.019236334,7.47E-09,300.2688,84.81734,-1.7312546,2.5233727,2.42E-08,2.86E-08,4.12E-08
11/11/2022,164,1000,23.75,90.32,3.43E-07,1.94E-11,3.06E-08,9.51E-12,8.99E-08,2.83E-09,2.54E-09,0.011116382,1.67E-08,299.56543,51.972626,0.3706966,-1.2714186,5.19E-08,6.09E-08,8.73E-08
12/11/2022,188,1000,23.75,90.32,3.48E-07,2.62E-11,1.66E-08,2.35E-12,1.01E-07,2.86E-09,2.44E-09,0.008645058,6.71E-09,297.1482,46.298264,3.090311,-1.4889851,5.66E-08,6.64E-08,9.49E-08
11/13/2022,348,1000,23.75,90.32,3.76E-07,2.99E-10,2.58E-08,1.69E-11,9.77E-08,2.89E-09,2.68E-09,0.009898026,8.69E-09,298.74072,48.815308,1.3472557,-3.2675095,7.72E-08,9.35E-08,1.35E-07
11/14/2022,334,1000,23.75,90.32,3.03E-07,1.34E-10,1.09E-08,1.54E-13,1.10E-07,2.56E-09,1.68E-09,0.009431489,5.23E-09,298.79028,46.139053,0.8112789,-1.0088634,6.89E-08,8.20E-08,1.18E-07
11/15/2022,251,1000,23.75,90.32,2.68E-07,1.11E-11,1.96E-08,6.51E-12,9.23E-08,2.79E-09,1.84E-09,0.011577114,3.51E-09,298.83374,56.13965,1.3106098,-1.7436924,4.06E-08,4.75E-08,6.81E-08
11/16/2022,195,1000,23.75,90.32,3.12E-07,4.44E-11,3.08E-08,1.70E-11,7.98E-08,2.59E-09,2.49E-09,0.011504192,3.60E-09,298.9641,55.183395,1.4357672,-1.925149,5.24E-08,6.16E-08,8.84E-08
11/17/2022,202,1000,23.75,90.32,2.80E-07,1.14E-10,1.31E-08,1.94E-13,1.04E-07,2.08E-09,1.82E-09,0.009638216,5.19E-09,299.58374,45.526306,0.7598733,-1.7872505,7.25E-08,8.59E-08,1.24E-07
11/18/2022,267,1000,23.75,90.32,3.08E-07,6.50E-11,2.91E-08,3.70E-11,7.34E-08,1.79E-09,2.31E-09,0.010166403,4.36E-09,298.60034,50.103027,1.557662,-4.0728283,4.72E-08,5.58E-08,8.00E-08
11/19/2022,211,1000,23.75,90.32,2.64E-07,1.63E-11,2.47E-08,4.75E-12,8.03E-08,2.09E-09,2.07E-09,0.009464979,5.95E-09,299.20215,44.92363,0.43515533,-2.5093412,4.11E-08,4.82E-08,6.91E-08
11/20/2022,254,1000,23.75,90.32,4.36E-07,2.42E-11,5.36E-08,1.71E-10,5.32E-08,1.64E-09,3.91E-09,0.00994885,2.11E-08,299.68164,45.13434,2.2106037,-1.7710323,4.41E-08,5.17E-08,7.42E-08
11/21/2022,198,1000,23.75,90.32,4.55E-07,4.90E-11,4.03E-08,9.47E-11,6.84E-08,1.88E-09,3.66E-09,0.009715073,1.79E-08,298.5027,48.161407,2.0975065,-2.2018166,4.73E-08,5.58E-08,7.97E-08
11/22/2022,318,1000,23.75,90.32,4.08E-07,7.41E-11,3.36E-08,1.92E-11,8.69E-08,2.99E-09,3.27E-09,0.00975021,5.90E-09,298.14282,50.700043,1.7588701,-2.3284216,6.73E-08,7.93E-08,1.13E-07
11/23/2022,310,1000,23.75,90.32,4.15E-07,4.74E-11,2.87E-08,2.39E-11,9.76E-08,3.03E-09,3.14E-09,0.009604242,6.77E-09,298.05493,49.159073,2.995947,-1.2668238,6.25E-08,7.34E-08,1.05E-07
11/24/2022,310,1000,23.75,90.32,3.85E-07,2.09E-11,2.80E-08,7.43E-12,9.86E-08,3.42E-09,2.78E-09,0.011121042,1.50E-08,298.27295,55.464188,1.4785461,-2.4269648,5.50E-08,6.44E-08,9.25E-08
11/25/2022,208,1000,23.75,90.32,3.77E-07,1.43E-11,3.47E-08,5.30E-12,7.79E-08,2.30E-09,3.06E-09,0.009968087,1.81E-08,299.44482,46.614563,1.8557892,-3.3240442,4.41E-08,5.16E-08,7.41E-08
11/26/2022,292,1000,23.75,90.32,5.73E-07,2.27E-11,6.81E-08,1.55E-10,6.64E-08,3.85E-09,5.20E-09,0.009560443,3.55E-08,298.78052,46.085556,0.27846014,-0.8758251,6.57E-08,7.70E-08,1.11E-07
11/27/2022,177,1000,23.75,90.32,2.63E-07,5.94E-11,1.31E-08,9.00E-14,1.24E-07,4.59E-09,2.09E-09,0.008893635,7.28E-09,297.9475,45.767914,1.8911667,0.3142004,6.32E-08,7.45E-08,1.07E-07
11/28/2022,189,1000,23.75,90.32,2.91E-07,7.34E-11,1.51E-08,2.51E-13,1.23E-07,3.88E-09,2.32E-09,0.010098938,9.15E-09,298.99536,48.670486,1.0417366,-1.0830612,6.82E-08,8.04E-08,1.15E-07
11/29/2022,259,1000,23.75,90.32,3.22E-07,8.08E-11,1.50E-08,5.54E-14,1.36E-07,4.66E-09,2.57E-09,0.011383344,1.53E-08,299.74365,52.97682,1.4661036,0.19910192,8.50E-08,1.00E-07,1.43E-07
11/30/2022,282,1000,23.75,90.32,2.72E-07,7.69E-11,1.62E-08,7.93E-13,1.03E-07,2.44E-09,2.15E-09,0.010984596,6.01E-09,300.4856,48.43248,2.4977627,-2.0318432,5.73E-08,6.77E-08,9.71E-08
1/12/2022,216,1000,23.75,90.32,3.82E-07,5.01E-11,1.82E-08,4.70E-12,7.94E-08,2.55E-09,2.57E-09,0.010417614,1.71E-08,293.74414,68.52168,0.50088626,2.4758425,7.47E-08,8.78E-08,1.26E-07
2/12/2022,236,1000,23.75,90.32,3.49E-07,1.84E-10,1.68E-08,9.39E-11,9.94E-08,3.39E-09,2.19E-09,0.006680142,1.05E-08,293.5813,45.29367,0.4343893,-3.5482645,5.17E-08,6.23E-08,8.91E-08
3/12/2022,234,1000,23.75,90.32,3.82E-07,1.34E-10,5.18E-08,1.70E-09,6.00E-08,9.57E-10,3.03E-09,0.008697741,7.17E-09,302.77466,33.568756,3.3911152,-1.1127682,4.12E-08,4.96E-08,7.17E-08
4/12/2022,306,1000,23.75,90.32,4.64E-07,2.93E-11,6.68E-08,1.50E-08,1.81E-08,4.25E-10,3.55E-09,0.016827352,5.60E-09,305.312,55.718033,-0.3170628,2.8252497,2.58E-08,3.16E-08,4.75E-08
5/12/2022,275,1000,23.75,90.32,3.54E-07,1.96E-10,4.82E-08,1.00E-08,2.13E-08,6.65E-10,2.74E-09,0.020374436,3.63E-09,300.93896,86.62508,-0.72724134,3.0472727,2.21E-08,3.00E-08,4.53E-08
6/12/2022,282,1000,23.75,90.32,3.65E-07,1.51E-10,5.49E-08,1.63E-08,1.85E-08,5.64E-10,3.53E-09,0.020229034,5.68E-09,301.06006,85.16084,-1.3086901,2.1299915,2.60E-08,3.43E-08,5.35E-08
7/12/2022,253,1000,23.75,90.32,2.21E-07,3.76E-11,3.35E-08,6.39E-09,2.14E-08,3.47E-10,1.77E-09,0.020406552,3.34E-09,303.24805,76.12634,-2.4646425,3.0355225,7.41E-09,1.01E-08,1.51E-08
8/12/2022,289,1000,23.75,90.32,2.73E-07,1.78E-11,3.98E-08,1.48E-08,1.47E-08,3.52E-10,2.48E-09,0.020150907,4.62E-09,302.82666,78.28618,-0.90380067,2.2702866,1.03E-08,1.26E-08,1.83E-08
9/12/2022,268,1000,23.75,90.32,2.40E-07,7.47E-12,3.28E-08,1.04E-08,8.41E-09,3.57E-10,1.99E-09,0.018854227,2.36E-09,298.75146,91.45184,-2.1270542,4.1195297,8.21E-09,1.05E-08,1.54E-08
10/12/2022,258,1000,23.75,90.32,3.09E-07,5.35E-12,5.13E-08,1.35E-08,9.02E-09,5.32E-10,3.02E-09,0.01849443,4.16E-09,298.78516,89.71135,0.485884,1.3906946,2.13E-08,2.54E-08,3.68E-08
11/12/2022,268,1000,23.75,90.32,4.75E-07,1.19E-10,3.22E-08,1.48E-11,8.63E-08,2.20E-09,3.12E-09,0.011816319,1.76E-08,299.58813,55.76642,0.81211424,-1.9266205,7.91E-08,9.36E-08,1.34E-07
12/12/2022,312,1000,23.75,90.32,5.41E-07,7.04E-11,1.33E-08,2.94E-13,1.32E-07,5.18E-09,3.43E-09,0.009693462,1.41E-08,296.7229,52.89827,1.757081,-0.65298027,1.03E-07,1.21E-07,1.73E-07
12/13/2022,386,1000,23.75,90.32,5.00E-07,9.76E-11,1.07E-08,3.48E-13,1.39E-07,4.78E-09,3.11E-09,0.009819653,1.83E-08,297.0005,52.825165,1.0526285,-1.0418472,1.07E-07,1.26E-07,1.81E-07
12/14/2022,469,1000,23.75,90.32,5.46E-07,9.81E-11,1.05E-08,4.93E-13,1.44E-07,5.13E-09,3.67E-09,0.009924028,2.14E-08,297.17944,53.194733,1.5024643,-1.1721163,1.21E-07,1.42E-07,2.03E-07
12/15/2022,424,1000,23.75,90.32,4.34E-07,6.89E-11,2.85E-08,3.02E-11,9.55E-08,3.58E-09,3.56E-09,0.008253891,1.07E-08,296.3142,46.456467,3.3991432,-0.27371866,7.51E-08,8.83E-08,1.27E-07
12/16/2022,460,1000,23.75,90.32,3.98E-07,7.25E-11,2.01E-08,7.57E-12,9.20E-08,2.93E-09,3.06E-09,0.008526854,7.80E-09,296.56177,47.315567,2.6614008,-1.5149841,7.72E-08,9.08E-08,1.30E-07
12/17/2022,353,1000,23.75,90.32,3.67E-07,4.28E-11,1.09E-08,5.42E-13,1.25E-07,5.40E-09,2.44E-09,0.009667348,1.58E-08,296.79248,52.35573,-0.3618728,-1.6094141,9.75E-08,1.14E-07,1.64E-07
12/18/2022,424,1000,23.75,90.32,3.99E-07,4.25E-11,1.81E-08,4.85E-14,1.23E-07,5.49E-09,3.20E-09,0.009105511,2.11E-08,297.21558,48.33763,1.7977123,-0.2748412,8.28E-08,9.71E-08,1.39E-07
12/19/2022,363,1000,23.75,90.32,3.74E-07,5.21E-11,2.27E-08,9.85E-12,1.05E-07,4.55E-09,2.97E-09,0.009683743,1.39E-08,296.8208,52.739243,2.7543802,-0.7379913,7.46E-08,8.77E-08,1.26E-07
12/20/2022,351,1000,23.75,90.32,3.35E-07,5.76E-11,1.52E-08,1.41E-12,1.02E-07,3.81E-09,2.48E-09,0.009814732,5.73E-09,297.13965,51.983078,0.95735544,-1.3732023,8.02E-08,9.43E-08,1.35E-07
12/21/2022,354,1000,23.75,90.32,2.92E-07,4.31E-11,1.73E-08,3.16E-12,9.05E-08,3.09E-09,2.36E-09,0.009344459,2.80E-09,297.02246,50.86496,1.3620605,-2.1116152,7.22E-08,8.47E-08,1.21E-07
12/22/2022,378,1000,23.75,90.32,4.34E-07,4.71E-11,1.60E-08,1.65E-12,1.02E-07,3.19E-09,3.05E-09,0.009555709,6.82E-09,296.81445,52.574173,1.578907,-1.4769955,8.32E-08,9.76E-08,1.40E-07
12/23/2022,307,1000,23.75,90.32,5.02E-07,4.24E-11,1.94E-08,7.68E-12,1.10E-07,3.31E-09,3.46E-09,0.00822816,1.09E-08,296.22925,46.36168,3.1387062,-2.7700396,7.27E-08,8.53E-08,1.22E-07
12/24/2022,293,1000,23.75,90.32,3.55E-07,2.84E-11,1.47E-08,1.47E-12,1.02E-07,2.81E-09,2.51E-09,0.00829985,4.59E-09,296.35498,47.155136,2.214838,-1.342493,6.38E-08,7.48E-08,1.07E-07
12/25/2022,418,1000,23.75,90.32,5.16E-07,4.45E-11,1.33E-08,1.08E-12,1.43E-07,6.49E-09,4.00E-09,0.009543672,2.51E-08,296.91968,52.037216,-3.6954517,1.2858477,1.03E-07,1.21E-07,1.74E-07
12/26/2022,380,1000,23.75,90.32,3.90E-07,4.65E-11,1.87E-08,2.00E-12,1.09E-07,3.66E-09,2.97E-09,0.010998651,1.65E-08,297.6089,57.25244,1.3947287,1.808897,8.81E-08,1.04E-07,1.51E-07
12/27/2022,364,1000,23.75,90.32,6.17E-07,4.46E-11,2.11E-08,2.39E-12,1.08E-07,7.50E-09,4.96E-09,0.012504231,2.78E-08,294.58618,78.357925,-1.900631,1.9497156,1.29E-07,1.51E-07,2.18E-07
12/28/2022,347,1000,23.75,90.32,5.57E-07,9.23E-11,1.48E-08,2.05E-12,1.30E-07,8.19E-09,3.91E-09,0.010919709,2.78E-08,294.37695,70.56972,0.81335944,-2.5204153,1.56E-07,1.84E-07,2.65E-07
12/29/2022,373,1000,23.75,90.32,4.48E-07,1.39E-10,8.98E-09,2.39E-12,1.21E-07,4.73E-09,2.81E-09,0.007045571,1.28E-08,293.5703,47.47104,2.317377,-2.8012762,1.02E-07,1.20E-07,1.73E-07
12/30/2022,367,1000,23.75,90.32,4.66E-07,1.34E-10,8.67E-09,2.34E-12,1.22E-07,6.04E-09,2.84E-09,0.00876563,1.21E-08,293.0083,61.08542,0.8753349,-0.783262,1.52E-07,1.79E-07,2.58E-07
12/31/2022,408,1000,23.75,90.32,5.38E-07,1.20E-10,2.16E-08,2.30E-12,1.21E-07,6.53E-09,4.05E-09,0.009032019,3.43E-08,293.32202,62.439667,-1.5888681,-0.20181245,1.47E-07,1.74E-07,2.50E-07
1/1/2023,245,1000,23.75,90.32,4.79E-07,7.45E-11,1.33E-08,2.05E-12,1.31E-07,6.77E-09,3.17E-09,0.009244166,2.59E-08,293.16357,63.801773,-1.1655197,-2.2544432,1.02E-07,1.21E-07,1.73E-07
